#Step   Etot   PotE Ktot  T
602 0.933143 -1.639500  2.572643 2.57
603 0.933025 -1.634287  2.567312 2.57
604 0.932903 -1.623813  2.556715 2.56
605 0.932811 -1.606503  2.539314 2.54
606 0.932786 -1.581318  2.514105 2.51
607 0.932856 -1.548280  2.481136 2.48
608 0.933033 -1.508863  2.441896 2.44
609 0.928634 -1.465963  2.394597 2.39
610 0.928958 -1.424191  2.353149 2.35
611 0.929260 -1.388699  2.317959 2.32
612 0.929466 -1.364234  2.293700 2.29
613 0.929530 -1.354016  2.283546 2.28
614 0.897028 -1.358698  2.255727 2.26
615 0.896865 -1.377726  2.274591 2.27
616 0.896663 -1.408489  2.305151 2.31
617 0.896458 -1.447635  2.344093 2.34
618 0.896275 -1.491677  2.387951 2.39
619 0.896122 -1.537374  2.433497 2.43
620 0.896007 -1.581943  2.477950 2.48
621 0.895934 -1.623181  2.519115 2.52
622 0.895905 -1.659559  2.555464 2.56
623 0.895918 -1.690256  2.586175 2.59
624 0.895966 -1.715140  2.611105 2.61
625 0.896028 -1.734615  2.630643 2.63
626 0.896082 -1.749352  2.645434 2.65
627 0.896105 -1.759926  2.656031 2.66
628 0.896090 -1.766509  2.662600 2.66
629 0.896047 -1.768756  2.664803 2.66
630 0.895996 -1.765942  2.661937 2.66
