#Step   Etot   PotE Ktot  T
408 0.818104 -1.736028  2.554132 2.55
409 0.818115 -1.737367  2.555482 2.56
410 0.818135 -1.734013  2.552148 2.55
411 0.818160 -1.726366  2.544526 2.54
412 0.818185 -1.714940  2.533125 2.53
413 0.818206 -1.700301  2.518508 2.52
414 0.818221 -1.683002  2.501223 2.50
415 0.818227 -1.663532  2.481759 2.48
416 0.818229 -1.642305  2.460534 2.46
417 0.818233 -1.619699  2.437932 2.44
418 0.818246 -1.596142  2.414388 2.41
419 0.818276 -1.572214  2.390491 2.39
420 0.818326 -1.548739  2.367065 2.37
421 0.818389 -1.526790  2.345179 2.35
422 0.818454 -1.507601  2.326055 2.33
423 0.818505 -1.492384  2.310889 2.31
424 0.818526 -1.482082  2.300608 2.30
425 0.818506 -1.477133  2.295639 2.30
426 0.818443 -1.477309  2.295752 2.30
427 0.818347 -1.481696  2.300043 2.30
428 0.818236 -1.488849  2.307085 2.31
429 0.818134 -1.497082  2.315217 2.32
430 0.818060 -1.504824  2.322885 2.32
431 0.818025 -1.510908  2.328933 2.33
432 0.818027 -1.514732  2.332759 2.33
433 0.818059 -1.516263  2.334321 2.33
434 0.818109 -1.515924  2.334033 2.33
435 0.818166 -1.514434  2.332600 2.33
436 0.818218 -1.512617  2.330835 2.33
437 0.818252 -1.511220  2.329471 2.33
438 0.818257 -1.510711  2.328968 2.33
439 0.818231 -1.511133  2.329365 2.33
440 0.818180 -1.512051  2.330231 2.33
441 0.818120 -1.512652  2.330773 2.33
442 0.818069 -1.511976  2.330045 2.33
443 0.818037 -1.509165  2.327202 2.33
444 0.818030 -1.503650  2.321680 2.32
445 0.818045 -1.495224  2.313269 2.31
446 0.818078 -1.484019  2.302096 2.30
447 0.818125 -1.470455  2.288580 2.29
448 0.818185 -1.455190  2.273375 2.27
449 0.818255 -1.439074  2.257329 2.26
450 0.818329 -1.423109  2.241438 2.24
451 0.818403 -1.408378  2.226781 2.23
452 0.818469 -1.395958  2.214427 2.21
453 0.818520 -1.386804  2.205324 2.21
454 0.818547 -1.381631  2.200178 2.20
455 0.818546 -1.380804  2.199349 2.20
456 0.818515 -1.384265  2.202780 2.20
457 0.818459 -1.391520  2.209979 2.21
458 0.818383 -1.401682  2.220065 2.22
459 0.818297 -1.413578  2.231874 2.23
460 0.818211 -1.425890  2.244101 2.24
461 0.818135 -1.437314  2.255449 2.26
462 0.818079 -1.446714  2.264793 2.26
463 0.818051 -1.453258  2.271309 2.27
464 0.818055 -1.456540  2.274595 2.27
465 0.818093 -1.456647  2.274740 2.27
466 0.818159 -1.454169  2.272328 2.27
467 0.818241 -1.450111  2.268352 2.27
468 0.818318 -1.445693  2.264010 2.26
469 0.818368 -1.442053  2.260421 2.26
470 0.818374 -1.439928  2.258302 2.26
471 0.818330 -1.439408  2.257739 2.26
472 0.818247 -1.439865  2.258112 2.26
473 0.818143 -1.440094  2.258237 2.26
474 0.818044 -1.438612  2.256657 2.26
475 0.817971 -1.434027  2.251998 2.25
476 0.817940 -1.425358  2.243298 2.24
477 0.817957 -1.412269  2.230226 2.23
478 0.818023 -1.395182  2.213205 2.21
479 0.818130 -1.375271  2.193401 2.19
480 0.818262 -1.354330  2.172591 2.17
481 0.818397 -1.334521  2.152918 2.15
482 0.818512 -1.318031  2.136543 2.14
483 0.818593 -1.306720  2.125313 2.13
484 0.818634 -1.301881  2.120515 2.12
485 0.818640 -1.304156  2.122796 2.12
486 0.818619 -1.313593  2.132212 2.13
487 0.818576 -1.329752  2.148328 2.15
488 0.818514 -1.351797  2.170311 2.17
489 0.818440 -1.378574  2.197014 2.20
490 0.818360 -1.408704  2.227064 2.23
491 0.818280 -1.440703  2.258983 2.26
492 0.818206 -1.473088  2.291294 2.29
493 0.818140 -1.504472  2.322612 2.32
494 0.818081 -1.533606  2.351687 2.35
495 0.818027 -1.559385  2.377412 2.38
496 0.817976 -1.580832  2.398807 2.40
497 0.817925 -1.597065  2.414990 2.41
498 0.817878 -1.607295  2.425173 2.43
499 0.817838 -1.610846  2.428684 2.43
500 0.817812 -1.607230  2.425042 2.43
501 0.817811 -1.596256  2.414068 2.41
502 0.817842 -1.578160  2.396001 2.40
503 0.817906 -1.553693  2.371599 2.37
504 0.817998 -1.524142  2.342140 2.34
505 0.818103 -1.491218  2.309320 2.31
506 0.818200 -1.456817  2.275017 2.28
507 0.818270 -1.422714  2.240984 2.24
508 0.818305 -1.390268  2.208573 2.21
509 0.818307 -1.360281  2.178589 2.18
510 0.818291 -1.333047  2.151338 2.15
511 0.818272 -1.308543  2.126816 2.13
512 0.818259 -1.286660  2.104919 2.10
513 0.818253 -1.267338  2.085590 2.09
514 0.818254 -1.250615  2.068869 2.07
515 0.818265 -1.236641  2.054906 2.05
516 0.818291 -1.225709  2.044000 2.04
517 0.818338 -1.218329  2.036667 2.04
518 0.818403 -1.215291  2.033694 2.03
519 0.818474 -1.217608  2.036082 2.04
520 0.818525 -1.226302  2.044827 2.04
521 0.818533 -1.242044  2.060577 2.06
522 0.818486 -1.264806  2.083292 2.08
523 0.818391 -1.293698  2.112090 2.11
524 0.818269 -1.327077  2.145347 2.15
525 0.818144 -1.362857  2.181001 2.18
526 0.818031 -1.398866  2.216897 2.22
527 0.817938 -1.433111  2.251049 2.25
528 0.817867 -1.463919  2.281785 2.28
529 0.817817 -1.489983  2.307801 2.31
530 0.817792 -1.510396  2.328189 2.33
531 0.817794 -1.524679  2.342473 2.34
532 0.817825 -1.532825  2.350649 2.35
533 0.817880 -1.535310  2.353190 2.35
534 0.817951 -1.533035  2.350986 2.35
535 0.818024 -1.527171  2.345195 2.35
536 0.818084 -1.518946  2.337030 2.34
537 0.818121 -1.509414  2.327535 2.33
538 0.818130 -1.499296  2.317426 2.32
539 0.818116 -1.488909  2.307025 2.31
540 0.818088 -1.478228  2.296316 2.30
541 0.818058 -1.467012  2.285070 2.29
542 0.818037 -1.454981  2.273018 2.27
543 0.818034 -1.441982  2.260017 2.26
544 0.818052 -1.428118  2.246170 2.25
545 0.818086 -1.413782  2.231869 2.23
546 0.818128 -1.399599  2.217727 2.22
547 0.818165 -1.386274  2.204439 2.20
548 0.818189 -1.374426  2.192615 2.19
549 0.818195 -1.364449  2.182644 2.18
550 0.818181 -1.356437  2.174618 2.17
551 0.818151 -1.350165  2.168315 2.17
552 0.818115 -1.345146  2.163260 2.16
553 0.818089 -1.340801  2.158890 2.16
554 0.818091 -1.336701  2.154793 2.15
555 0.818131 -1.332821  2.150952 2.15
556 0.818207 -1.329681  2.147888 2.15
557 0.818304 -1.328326  2.146630 2.15
558 0.818401 -1.330111  2.148512 2.15
559 0.818475 -1.336373  2.154847 2.15
560 0.818510 -1.348094  2.166605 2.17
561 0.818504 -1.365683  2.184187 2.18
562 0.818464 -1.388916  2.207380 2.21
563 0.818400 -1.417037  2.235437 2.24
564 0.818320 -1.448906  2.267226 2.27
565 0.818226 -1.483119  2.301346 2.30
566 0.818119 -1.518063  2.336182 2.34
567 0.818002 -1.551939  2.369941 2.37
568 0.817886 -1.582835  2.400721 2.40
569 0.817787 -1.608897  2.426683 2.43
